Date,compound,neg,neu,pos,Close,Y-ENN
7-Oct-15,-0.9914,0.133,0.846,0.021,204.0,114.77901862990554
8-Oct-15,-0.6616,0.095,0.815,0.09,201.67,113.68060192204858
9-Oct-15,-0.9694,0.133,0.7809999999999999,0.086,202.93,113.87156553104808
12-Oct-15,-0.8245,0.075,0.863,0.061,204.2,114.01262301056873
13-Oct-15,-0.9909,0.132,0.8029999999999999,0.065,206.04,114.17529072362217
14-Oct-15,-0.9884,0.165,0.746,0.08900000000000001,205.46,113.96595987720487
15-Oct-15,-0.7815,0.08900000000000001,0.8320000000000001,0.079,205.7,113.80826843978599
16-Oct-15,-0.9937,0.152,0.784,0.064,206.51,114.27265969218286
19-Oct-15,-0.9906,0.156,0.778,0.066,205.21,114.26149573666373
20-Oct-15,-0.9821,0.11599999999999999,0.823,0.061,204.97,114.16667699642043
21-Oct-15,-0.9786,0.12,0.81,0.07,209.67,114.05254349864538
22-Oct-15,-0.9704,0.13,0.7759999999999999,0.09300000000000001,208.0,113.74644292868933
26-Oct-15,-0.9814,0.149,0.764,0.087,207.0,113.92641267109143
27-Oct-15,-0.9938,0.165,0.795,0.040999999999999995,207.03,114.63885595498812
28-Oct-15,-0.9834,0.161,0.731,0.109,207.99,113.6449705757188
29-Oct-15,-0.3094,0.107,0.7829999999999999,0.11,208.59,113.45946646129285
30-Oct-15,-0.9697,0.10099999999999999,0.856,0.043,209.69,114.36380805931996
2-Nov-15,-0.9865,0.161,0.7809999999999999,0.057999999999999996,210.0,114.394427906441
3-Nov-15,-0.9371,0.14400000000000002,0.747,0.109,209.31,113.56812837868503
4-Nov-15,-0.9935,0.16,0.759,0.081,211.0,114.06154987909115
