Date,compound,neg,neu,pos,Close
7-Jun-11,-0.9922,0.203,0.771,0.027,120.23
8-Jun-11,-0.9686,0.187,0.795,0.018,121.74
9-Jun-11,-0.9744,0.192,0.748,0.06,120.75
10-Jun-11,-0.9643,0.183,0.738,0.08,120.1
13-Jun-11,-0.9855,0.208,0.762,0.03,120.9
14-Jun-11,-0.9122,0.136,0.815,0.05,119.61
15-Jun-11,-0.9906,0.316,0.663,0.021,118.85
16-Jun-11,-0.9857,0.223,0.726,0.051,118.12
17-Jun-11,-0.9583,0.162,0.796,0.042,117.58
20-Jun-11,-0.9872,0.268,0.69,0.042,116.68
21-Jun-11,-0.875,0.194,0.71,0.096,117.88
22-Jun-11,-0.9764,0.211,0.699,0.09,117.2
23-Jun-11,0.9517,0.082,0.723,0.195,117.67
24-Jun-11,-0.1045,0.107,0.79,0.103,117.22
27-Jun-11,-0.8779,0.157,0.785,0.059,116.22
28-Jun-11,-0.8176,0.101,0.872,0.027,114.25
29-Jun-11,-0.9842,0.272,0.659,0.07,116.06
30-Jun-11,-0.8929,0.17,0.733,0.097,116.06
1-Jul-11,-0.1779,0.095,0.808,0.097,116.03
4-Jul-11,0.0258,0.1,0.799,0.101,118.64
5-Jul-11,-0.9719,0.187,0.74,0.073,118.98
6-Jul-11,-0.8341,0.118,0.788,0.094,118.53
7-Jul-11,-0.9876,0.225,0.765,0.009,117.15
8-Jul-11,-0.9826,0.232,0.691,0.078,117.36
11-Jul-11,-0.9849,0.186,0.766,0.049,116.97
12-Jul-11,-0.9874,0.256,0.693,0.051,116.36
13-Jul-11,-0.967,0.212,0.716,0.073,116.7
14-Jul-11,0.5792,0.112,0.733,0.155,116.92
15-Jul-11,-0.2342,0.134,0.747,0.119,117.33
18-Jul-11,-0.4939,0.074,0.87,0.056,118.97
19-Jul-11,-0.9796,0.193,0.773,0.034,119.34
20-Jul-11,0.1531,0.117,0.748,0.136,120.01
21-Jul-11,-0.9335,0.178,0.769,0.053,120.08
22-Jul-11,-0.8934,0.161,0.74,0.1,121.98
25-Jul-11,-0.9744,0.171,0.785,0.043,120.51
26-Jul-11,-0.9062,0.161,0.75,0.09,121.5
27-Jul-11,-0.7579,0.096,0.873,0.031,120.32
28-Jul-11,-0.5994,0.124,0.768,0.107,119.68
29-Jul-11,-0.8779,0.166,0.738,0.096,120
1-Aug-11,-0.9468,0.147,0.81,0.044,121.09
2-Aug-11,-0.9674,0.225,0.708,0.067,119.9
3-Aug-11,-0.959,0.191,0.726,0.083,119.12
4-Aug-11,-0.4951,0.149,0.717,0.134,118.82
5-Aug-11,-0.8625,0.126,0.815,0.059,117.51
8-Aug-11,-0.9881,0.213,0.745,0.043,116.99
9-Aug-11,-0.7096,0.132,0.783,0.085,114.57
10-Aug-11,-0.9524,0.214,0.723,0.063,117.14
11-Aug-11,-0.959,0.167,0.781,0.053,117.21
12-Aug-11,-0.9863,0.26,0.709,0.031,121.01
15-Aug-11,-0.4767,0.131,0.75,0.119,119.35
16-Aug-11,-0.9913,0.238,0.727,0.035,119.84
17-Aug-11,-0.9471,0.186,0.731,0.083,120.6
18-Aug-11,0.7269,0.101,0.748,0.151,118.37
19-Aug-11,-0.9913,0.348,0.652,0,116.43
22-Aug-11,-0.9647,0.182,0.818,0,116.57
23-Aug-11,-0.9635,0.195,0.784,0.021,116
24-Aug-11,-0.9671,0.207,0.699,0.094,116.78
25-Aug-11,-0.936,0.152,0.778,0.07,116.56
29-Aug-11,-0.8555,0.15,0.777,0.073,115.87
30-Aug-11,-0.9914,0.314,0.65,0.035,116.54
5-Sep-11,-0.9186,0.198,0.683,0.119,117.59
6-Sep-11,-0.9501,0.211,0.707,0.082,117.87
7-Sep-11,-0.9169,0.19,0.698,0.112,117.28
8-Sep-11,-0.9517,0.168,0.769,0.063,117
9-Sep-11,-0.9451,0.181,0.719,0.1,115.57
12-Sep-11,0.0772,0.062,0.882,0.056,116.06
13-Sep-11,-0.9619,0.218,0.671,0.111,118.05
14-Sep-11,-0.0112,0.141,0.711,0.148,117.1
15-Sep-11,-0.9786,0.237,0.66,0.103,117.51
16-Sep-11,-0.9695,0.221,0.712,0.067,117.28
19-Sep-11,-0.986,0.239,0.716,0.045,117
20-Sep-11,-0.9287,0.174,0.74,0.086,118.48
21-Sep-11,-0.3182,0.111,0.787,0.102,119.86
22-Sep-11,-0.8689,0.161,0.723,0.116,119.52
23-Sep-11,-0.9477,0.166,0.78,0.054,118.49
26-Sep-11,-0.6115,0.103,0.8,0.097,117
27-Sep-11,-0.9712,0.225,0.697,0.078,118.71
28-Sep-11,-0.9776,0.18,0.782,0.039,118.32
29-Sep-11,-0.9648,0.192,0.754,0.054,118
30-Sep-11,0.2278,0.164,0.672,0.164,119.36
3-Oct-11,-0.9816,0.27,0.666,0.064,118.4
4-Oct-11,-0.9816,0.203,0.749,0.048,119.26
5-Oct-11,-0.3182,0.102,0.819,0.079,118.7
6-Oct-11,-0.9081,0.162,0.739,0.1,118.27
7-Oct-11,-0.9274,0.184,0.738,0.078,118.77
10-Oct-11,-0.25,0.062,0.89,0.048,118.91
11-Oct-11,-0.7351,0.098,0.828,0.074,117.67
12-Oct-11,-0.9081,0.187,0.7,0.113,117.83
13-Oct-11,-0.9793,0.216,0.688,0.096,116.48
14-Oct-11,0,0.13,0.735,0.136,116.92
17-Oct-11,-0.8271,0.127,0.799,0.074,116.12
18-Oct-11,-0.8913,0.147,0.761,0.092,117.12
19-Oct-11,-0.9254,0.12,0.799,0.081,116.13
20-Oct-11,0.0516,0.132,0.735,0.133,116
21-Oct-11,-0.91,0.193,0.683,0.124,115.86
25-Oct-11,-0.9571,0.173,0.746,0.081,116.28
26-Oct-11,-0.3612,0.138,0.714,0.148,116.14
27-Oct-11,-0.9528,0.144,0.826,0.03,115.63
28-Oct-11,-0.9423,0.21,0.686,0.104,117.79
31-Oct-11,-0.9686,0.256,0.696,0.048,117.49
1-Nov-11,-0.9201,0.157,0.769,0.074,117.54
2-Nov-11,0.0772,0.179,0.621,0.199,118.73
3-Nov-11,-0.9081,0.159,0.803,0.039,115.07
4-Nov-11,-0.1027,0.058,0.889,0.053,115.54
10-Nov-11,-0.8627,0.141,0.787,0.071,115.57
14-Nov-11,-0.9753,0.209,0.698,0.093,115.83
15-Nov-11,-0.3707,0.118,0.779,0.103,115.7
16-Nov-11,-0.9736,0.186,0.739,0.075,115.1
17-Nov-11,-0.9925,0.237,0.724,0.039,114.54
18-Nov-11,-0.8788,0.161,0.76,0.079,114.92
21-Nov-11,-0.296,0.088,0.832,0.08,114.48
22-Nov-11,-0.967,0.171,0.774,0.055,115.03
23-Nov-11,-0.34,0.052,0.911,0.038,115.41
24-Nov-11,0.8591,0.081,0.769,0.15,112.6
25-Nov-11,-0.9201,0.156,0.777,0.067,112.83
28-Nov-11,-0.765,0.167,0.714,0.119,111.26
29-Nov-11,-0.1926,0.115,0.801,0.084,111.99
30-Nov-11,-0.9338,0.177,0.738,0.084,112.82
1-Dec-11,-0.9382,0.187,0.74,0.073,112.12
2-Dec-11,-0.9491,0.167,0.765,0.068,112.06
7-Dec-11,-0.9612,0.227,0.773,0,110.16
8-Dec-11,-0.9693,0.216,0.739,0.044,110.97
9-Dec-11,-0.9382,0.13,0.821,0.049,110.88
12-Dec-11,-0.9545,0.172,0.808,0.019,111.38
13-Dec-11,-0.802,0.08,0.867,0.053,110.34
14-Dec-11,-0.8582,0.123,0.784,0.093,110.62
15-Dec-11,-0.9403,0.12,0.863,0.017,108.52
16-Dec-11,0.4051,0.096,0.785,0.119,107.66
19-Dec-11,-0.9612,0.159,0.765,0.076,108.04
20-Dec-11,-0.9485,0.143,0.818,0.039,109.07
21-Dec-11,-0.9062,0.112,0.841,0.047,108.52
22-Dec-11,-0.93,0.144,0.799,0.057,108.06
23-Dec-11,-0.743,0.1,0.822,0.078,107.8
26-Dec-11,-0.872,0.163,0.743,0.094,107.5
27-Dec-11,-0.936,0.208,0.665,0.127,107.17
28-Dec-11,-0.9738,0.186,0.764,0.051,107
29-Dec-11,-0.9919,0.251,0.679,0.069,108
30-Dec-11,-0.9468,0.15,0.798,0.051,106.08
2-Jan-12,-0.9924,0.204,0.748,0.048,107.2
3-Jan-12,-0.7102,0.14,0.746,0.114,111.05
4-Jan-12,-0.9883,0.195,0.74,0.065,108.87
5-Jan-12,-0.9022,0.131,0.784,0.085,107.85
6-Jan-12,0.5267,0.1,0.765,0.135,108.22
9-Jan-12,-0.9121,0.14,0.787,0.073,107.81
10-Jan-12,-0.969,0.144,0.817,0.039,106.88
11-Jan-12,-0.9686,0.161,0.787,0.053,106.39
12-Jan-12,-0.9612,0.152,0.764,0.084,105.54
13-Jan-12,-0.9874,0.165,0.809,0.026,106.15
16-Jan-12,-0.91,0.142,0.773,0.085,106.73
17-Jan-12,-0.8271,0.106,0.842,0.052,108.05
18-Jan-12,-0.9325,0.161,0.743,0.095,109.95
19-Jan-12,0.304,0.081,0.826,0.093,109.01
20-Jan-12,-0.9419,0.187,0.728,0.085,110.49
23-Jan-12,-0.9798,0.188,0.767,0.045,114.45
24-Jan-12,-0.9595,0.172,0.765,0.063,116.41
25-Jan-12,-0.9738,0.178,0.744,0.078,115.93
26-Jan-12,-0.9824,0.19,0.748,0.062,114.78
27-Jan-12,-0.4889,0.059,0.892,0.05,114.82
30-Jan-12,-0.9393,0.112,0.844,0.044,114.11
31-Jan-12,-0.9793,0.195,0.746,0.059,114.23
1-Feb-12,-0.9378,0.16,0.749,0.091,114.3
2-Feb-12,-0.9679,0.129,0.803,0.068,114.76
3-Feb-12,-0.9931,0.213,0.769,0.017,116.02
6-Feb-12,-0.9712,0.234,0.686,0.08,117.14
7-Feb-12,0.4019,0.073,0.836,0.092,118.86
8-Feb-12,-0.9929,0.2,0.741,0.058,119.18
9-Feb-12,-0.9264,0.116,0.835,0.049,119.39
10-Feb-12,-0.9282,0.114,0.845,0.041,121.88
13-Feb-12,-0.8822,0.141,0.781,0.078,121.95
14-Feb-12,-0.9925,0.221,0.746,0.033,121.24
15-Feb-12,-0.6966,0.103,0.818,0.079,119.24
16-Feb-12,-0.987,0.192,0.753,0.055,117.57
17-Feb-12,-0.9596,0.159,0.764,0.077,118.94
20-Feb-12,-0.9584,0.161,0.762,0.077,118.49
21-Feb-12,-0.9717,0.127,0.837,0.036,118.7
22-Feb-12,-0.9724,0.189,0.738,0.073,123.5
23-Feb-12,-0.9806,0.167,0.779,0.054,125.17
24-Feb-12,-0.9153,0.152,0.737,0.111,122.56
27-Feb-12,-0.9468,0.163,0.765,0.072,121.4
28-Feb-12,-0.9552,0.128,0.796,0.076,120.47
29-Feb-12,-0.9601,0.135,0.799,0.066,120.6
1-Mar-12,-0.9592,0.147,0.79,0.063,120.01
2-Mar-12,-0.9557,0.15,0.806,0.044,120.2
5-Mar-12,-0.959,0.167,0.767,0.066,120.49
6-Mar-12,-0.9856,0.197,0.734,0.069,120.25
7-Mar-12,-0.9508,0.155,0.769,0.076,119.21
8-Mar-12,-0.9781,0.2,0.713,0.087,119.97
9-Mar-12,-0.9898,0.25,0.679,0.071,118.81
12-Mar-12,-0.9565,0.166,0.774,0.06,119.11
13-Mar-12,-0.9578,0.169,0.768,0.063,118.62
14-Mar-12,-0.9514,0.122,0.835,0.043,119.42
